Gene A,Gene B,Uniprot A,Uniprot B,Symbol A,Symbol B,,,
56829,29889,Q7Z2W4-2,Q13823,ZC3HAV1,GNL2,,,
27120,90826,Q9UK85,Q6P2P2,DKKL1,PRMT10,,,
154197,286148,Q8NA58-2,Q7Z388,PNLDC1,DPY19L4,,,
81628,10491,Q9Y3Q8,O75718,TSC22D4,CRTAP,,,
55156,6620,Q9NVT9,Q16143,ARMC1,SNCB,,,
5445,3676,Q15165-1,P13612,PON2,ITGA4,,,
83648,28952,Q96KS9,O60826,FAM167A,CCDC22,,,
2846,4580,Q99677,Q13505-3,LPAR4,MTX1,,,
6187,708,P15880,Q07021,RPS2,C1QBP,,,
8630,83940,O14756,Q6P1N9,HSD17B6,TATDN1,,,
114990,57650,Q6EMK4,Q8TCG1,VASN,KIAA1524,,,
79187,84328,Q9BTV5,Q8WZA0,FSD1,LZIC,,,
84458,7874,Q96JN0-2,Q93009,LCOR,USP7,,,
79149,8841,Q9BUG6,O15379-2,ZSCAN5A,HDAC3,,,
259287,90507,P59536,Q96FV2,TAS2R41,SCRN2,,,
5351,10179,Q02809,Q9Y580,PLOD1,RBM7,,,
51299,100507680,Q9NPD7,P10314,NRN1,LOC100507680,,,
6490,84277,P40967-2,Q96LL9,PMEL,DNAJC30,,,
23097,80306,B4DUB1,Q9H204,CDK19,MED28,,,
2885,10188,P62993,Q07912-2,GRB2,TNK2,,,
79698,391123,Q9H898-2,Q5VU13,ZMAT4,VSIG8,,,
257,147339,O95076,Q96B23-2,ALX3,C18orf25,,,
79848,9456,Q1MSJ5-1,Q86YM7,CSPP1,HOMER1,,,
56940,387882,Q9NRW4-2,Q8TAD7,DUSP22,C12orf75,,,
939,9522,P26842,O15126,CD27,SCAMP1,,,
11041,55711,O43505,Q96K12,B3GNT1,FAR2,,,
11211,132720,Q9ULW2,Q8N8J7,FZD10,C4orf32,,,
339229,9692,Q5BKU9,O15091-2,C17orf90,KIAA0391,,,
224,57223,P51648-2,Q5MIZ7-2,ALDH3A2,SMEK2,,,
5817,23788,P15151-2,Q9Y6C9,PVR,MTCH2,,,
11226,491,Q8NCL4,Q01814-5,GALNT6,ATP2B2,,,
6638,10594,P63162,Q6P2Q9,SNRPN,PRPF8,,,
346689,8658,A4D1S0,O95271,KLRG2,TNKS,,,
5692,5686,P28070,P28066,PSMB4,PSMA5,,,
2925,3992,P30550,O60427,GRPR,FADS1,,,
10653,84978,O43291,Q7Z6J6-2,SPINT2,FRMD5,,,
23107,54460,Q92552,P82921,MRPS27,MRPS21,,,
51303,57120,Q9NYL4,Q9HD26-2,FKBP11,GOPC,,,
3073,7014,P06865,Q15554,HEXA,TERF2,,,
55211,51429,Q7L190,Q9Y5X1,DPPA4,SNX9,,,
150368,6406,Q6ICB4,P04279,FAM109B,SEMG1,,,
6158,10381,P46779,Q13509,RPL28,TUBB3,,,
2961,2237,P29084,P39748,GTF2E2,FEN1,,,
196441,2067,O60293,P07992,ZFC3H1,ERCC1,,,
90933,6895,Q8WV44,Q15633-2,TRIM41,TARBP2,,,
161291,10099,Q3MIR4,O60637,TMEM30B,TSPAN3,,,
8974,152992,O15460-2,Q8IYL2,P4HA2,METTL19,,,
55030,84085,Q9NWN3,Q8TB52,FBXO34,FBXO30,,,
64446,7203,Q9GZS0-2,P49368,DNAI2,CCT3,,,
115948,54780,A5D8V7,Q9NXX6,CCDC151,NSMCE4A,,,
3921,9790,P08865,Q14692,RPSA,BMS1,,,
79682,64946,Q71F23-2,Q9H3R5,MLF1IP,CENPH,,,
10000,29886,Q9Y243-2,Q9Y5X2,AKT3,SNX8,,,
10960,64946,Q12907,Q9H3R5,LMAN2,CENPH,,,
64805,27173,Q9H244,Q9NY26,P2RY12,SLC39A1,,,
23281,4301,Q5JR59-3,P55196-1,MTUS2,MLLT4,,,
3284,5091,P26439,P11498,HSD3B2,PC,,,
5698,5713,P28065,P51665,PSMB9,PSMD7,,,
6182,51263,P52815,Q8TCC3-2,MRPL12,MRPL30,,,
162972,55917,Q7Z398,Q9P2B4,ZNF550,CTTNBP2NL,,,
57476,51399,Q3KR37-2,Q9Y296,GRAMD1B,TRAPPC4,,,
7508,9555,Q01831,O75367-2,XPC,H2AFY,,,
203102,253558,Q8TC27,Q6UWP7-2,ADAM32,LCLAT1,,,
3608,5976,Q12905,Q92900-2,ILF2,UPF1,,,
9422,56658,O43296,Q9HCM9-2,ZNF264,TRIM39,,,
54361,79971,P56705,Q5T9L3-2,WNT4,WLS,,,
55584,84514,Q9UGM1,Q8N2G8-2,CHRNA9,GHDC,,,
80013,51678,Q9H8M7,Q9NZW5,FAM188A,MPP6,,,
3921,51121,P08865,Q9UNX3,RPSA,RPL26L1,,,
3010,51538,P22492,Q9NP64-2,HIST1H1T,ZCCHC17,,,
4869,4931,P06748-2,O15381,NPM1,NVL,,,
6780,1996,O95793-2,P26378-2,STAU1,ELAVL4,,,
5796,53353,Q15262-2,Q9NZR2,PTPRK,LRP1B,,,
4887,22796,P49146,Q14746,NPY2R,COG2,,,
11045,79581,O00322-2,Q9HAB3,UPK1A,GPR172A,,,
26262,162427,UNKNOWN,Q86VR2,TSPAN17,FAM134C,,,
168090,112869,Q5T5N4,Q96ES7,C6orf118,CCDC101,,,
9534,1591,O75437-2,Q07973,ZNF254,CYP24A1,,,
54848,90871,Q9NXL2,Q96GE9-2,ARHGEF38,C9orf123,,,
55871,9349,Q9BRT8-3,P62829,CBWD1,RPL23,,,
27163,5125,Q02083-2,Q92824,NAAA,PCSK5,,,
64748,54915,Q96GM1,Q9BYJ9,LPPR2,YTHDF1,,,
10438,23517,Q13901,P42285,C1D,SKIV2L2,,,
151647,5361,Q96LR4,Q9UIW2,FAM19A4,PLXNA1,,,
79875,22897,Q6ZMP0,Q9UPV0-2,THSD4,CEP164,,,
344658,26330,Q7Z3H4,O14556,SAMD7,GAPDHS,,,
859,7314,P56539,P0CG47,CAV3,UBB,,,
55680,22902,Q8WXA3-2,Q7L099-2,RUFY2,RUFY3,,,
5305,23644,P48426,Q6P2E9,PIP4K2A,EDC4,,,
6386,1615,O00560-2,P14868,SDCBP,DARS,,,
131601,23161,Q86W33-2,Q9Y5W8-2,TPRA1,SNX13,,,
83463,8819,Q9BW11-3,O75446,MXD3,SAP30,,,
56928,57380,Q8TCT7,Q9HD23,SPPL2B,MRS2,,,
84445,10849,Q9BRK4,O15446-2,LZTS2,CD3EAP,,,
6182,7430,P52815,P15311,MRPL12,EZR,,,
81035,55054,Q5KU26,Q676U5-2,COLEC12,ATG16L1,,,
23212,6141,Q15050,Q07020,RRS1,RPL18,,,
719,10478,Q16581,O43808,C3AR1,SLC25A17,,,
57511,23299,Q9Y2V7,Q8TD16-2,COG6,BICD2,,,
23144,51121,Q8IXZ2,Q9UNX3,ZC3H3,RPL26L1,,,
6647,6813,P00441,Q15833-2,SOD1,STXBP2,,,
162972,7871,Q7Z398,Q14BN4-2,ZNF550,SLMAP,,,
24138,1399,Q13325,P46109,IFIT5,CRKL,,,
1659,22880,Q14562,Q9Y6X9,DHX8,MORC2,,,
10307,2873,O95704,Q13098-5,APBB3,GPS1,,,
4711,4716,O43674,O96000,NDUFB5,NDUFB10,,,
2959,1992,Q00403,P30740,GTF2B,SERPINB1,,,
11117,115708,Q96IH6,Q96FX7,EMILIN1,TRMT61A,,,
5170,139231,O15530-2,Q6PEV8-2,PDPK1,FAM199X,,,
55850,662,Q9NZ43,Q12981,USE1,BNIP1,,,
10973,3052,Q8N3C0,P53701,ASCC3,HCCS,,,
1392,197131,P06850,Q8IWV7,CRH,UBR1,,,
23212,51755,Q15050,Q9NYV4-2,RRS1,CDK12,,,
27076,29099,UNKNOWN,Q9P000,LYPD3,COMMD9,,,
11045,154467,O00322-2,Q9P0B6,UPK1A,C6orf129,,,
80006,57511,A5PLN9-2,Q9Y2V7,C5orf44,COG6,,,
6683,11152,Q9UBP0-2,Q9Y484-2,SPAST,WDR45,,,
3964,6505,O00214,P43005,LGALS8,SLC1A1,,,
10256,23354,UNKNOWN,O94927,CNKSR1,HAUS5,,,
3014,79080,P16104,Q9H6F5,H2AFX,CCDC86,,,
27122,9510,Q9UBP4,Q9UHI8,DKK3,ADAMTS1,,,
25941,345651,Q68CL5,Q562R1,C18orf10,ACTBL2,,,
58500,7169,P15622-2,P07951-2,ZNF250,TPM2,,,
4705,1641,O95299,O43602-2,NDUFA10,DCX,,,
970,84259,P32970,Q9BTE7,CD70,DCUN1D5,,,
120939,338692,Q4KMG9-2,D6RCN6,C12orf59,ANKRD13D,,,
6602,131578,Q96GM5-2,Q8TF66-2,SMARCD1,LRRC15,,,
55212,26512,Q8IWZ6,Q9UL03-3,BBS7,INTS6,,,
9623,84343,O95988,Q969F9-2,TCL1B,HPS3,,,
7549,84154,Q9BSG1,Q9H7B2,ZNF2,RPF2,,,
55763,9135,Q9NV70-2,Q15276,EXOC1,RABEP1,,,
132014,80011,Q8NFR9-2,Q9GZU8,IL17RE,FAM192A,,,
4711,51103,O43674,Q9Y375,NDUFB5,NDUFAF1,,,
1902,54898,Q92633,Q9NXB9,LPAR1,ELOVL2,,,
348995,8270,Q8NFH3,Q14657,NUP43,LAGE3,,,
27252,5558,Q9Y2M5,P49643,KLHL20,PRIM2,,,
54059,728294,P58557,Q8N465-2,YBEY,D2HGDH,,,
23410,3329,Q9NTG7,P10809,SIRT3,HSPD1,,,
11117,409,Q96IH6,P32121-3,EMILIN1,ARRB2,,,
414236,2072,Q5SWW7,Q92889,C10orf55,ERCC4,,,
9274,4430,Q8WUZ0-2,O43795-2,BCL7C,MYO1B,,,
7903,25825,Q92187,Q9Y5Z0-2,ST8SIA4,BACE2,,,
58516,51806,Q9NP50,Q9NZT1,FAM60A,CALML5,,,
10678,163590,Q9NY97-2,Q8NFQ8,B3GNT2,TOR1AIP2,,,
3671,22836,O14498,O94955,ISLR,RHOBTB3,,,
2844,144404,Q99679,A0PK00,GPR21,TMEM120B,,,
55504,56704,Q9NS68-2,Q9HDC5,TNFRSF19,JPH1,,,
55061,4041,Q5VX71-3,O75197,SUSD4,LRP5,,,
56137,200895,Q9UN75-2,Q86XF0,PCDHA12,DHFRL1,,,
2925,92170,P30550,Q9BT17,GRPR,MTG1,,,
10969,6141,Q99848,Q07020,EBNA1BP2,RPL18,,,
10559,22858,P78382,Q9UPZ9-2,SLC35A1,ICK,,,
175,3043,P20933,P68871,AGA,HBB,,,
7086,84058,P29401,Q9H977,TKT,WDR54,,,
29121,538,Q9UHP7-2,Q04656-2,CLEC2D,ATP7A,,,
9554,10490,O75396,Q9UEU0,SEC22B,VTI1B,,,
89884,5119,Q969G2,Q9HD42,LHX4,CHMP1A,,,
170622,4238,Q7Z4G1-2,P55082,COMMD6,MFAP3,,,
1003,64215,P33151,Q96KC8,CDH5,DNAJC1,,,
6901,100507436,Q16635-2,E7EP37,TAZ,MICA,,,
2244,79624,P02675,Q9H993,FGB,C6orf211,,,
53339,7109,Q9H0C5,P48553,BTBD1,TRAPPC10,,,
196441,9730,O60293,Q9Y4B6-2,ZFC3H1,VPRBP,,,
10648,284361,O95968,Q5UCC4-2,SCGB1D1,C19orf63,,,
55200,138199,Q3KR16,Q8N4J0,PLEKHG6,C9orf41,,,
23378,57109,O43159,Q9GZR2,RRP8,REXO4,,,
9498,55362,Q2Y0W8-6,Q5T3F8,SLC4A8,TMEM63B,,,
170589,285220,Q96T91,Q9UF33,GPHA2,EPHA6,,,
8881,9738,Q13042-2,O43303-2,CDC16,CP110,,,
54682,990,Q9H8J5,Q99741,MANSC1,CDC6,,,
970,65123,P32970,Q68E01-2,CD70,INTS3,,,
162972,4193,Q7Z398,Q00987-11,ZNF550,MDM2,,,
14,65125,Q13685,Q9H4A3-2,AAMP,WNK1,,,
11172,5494,Q9Y581,P35813,INSL6,PPM1A,,,
5733,8893,Q147X8,Q13144,PTGER3,EIF2B5,,,
7409,345651,P15498,Q562R1,VAV1,ACTBL2,,,
10138,57666,Q8IY57,Q9HCM7,YAF2,FBRSL1,,,
146456,10882,Q8WW62,O75973,TMED6,C1QL1,,,
4908,9587,P20783,Q15013,NTF3,MAD2L1BP,,,
255626,7515,Q96A08,P18887,HIST1H2BA,XRCC1,,,
2244,1917,P02675,Q05639,FGB,EEF1A2,,,
6502,55704,Q13309,Q3V6T2-2,SKP2,CCDC88A,,,
140689,4185,Q9NTU7,O75078,CBLN4,ADAM11,,,
80230,10087,Q96T51-2,Q9Y5P4-2,RUFY1,COL4A3BP,,,
64748,23173,Q96GM1,P53582,LPPR2,METAP1,,,
83440,7368,Q9BRR6-2,Q16880,ADPGK,UGT8,,,
7288,9742,O00295,Q96RY7,TULP2,IFT140,,,
53371,55763,Q7Z3B4-2,Q9NV70-2,NUP54,EXOC1,,,
1036,473,Q16878,Q9P2R6,CDO1,RERE,,,
79269,8668,Q5QP82-2,Q13347,DCAF10,EIF3I,,,
29915,10574,Q9Y5Z7,Q99832,HCFC2,CCT7,,,
10022,4017,Q9Y5Q6,Q9Y4K0,INSL5,LOXL2,,,
970,7026,P32970,P24468,CD70,NR2F2,,,
10814,8560,Q6PUV4,O15121,CPLX2,DEGS1,,,
55200,1473,Q3KR16,P28325,PLEKHG6,CST5,,,
55800,23400,Q9NY72,Q9NQ11-2,SCN3B,ATP13A2,,,
55026,11059,Q5JRV8,Q9H0M0-3,FAM70A,WWP1,,,
286128,4753,Q8N8Y5,Q99435,ZFP41,NELL2,,,
55172,51560,Q9NVR5-2,Q9NRW1,C14orf104,RAB6B,,,
81488,5441,P0CAP2-3,P62875,GRINL1A,POLR2L,,,
6869,4726,P25103,O75380,TACR1,NDUFS6,,,
817,9053,Q13557-10,Q14244-2,CAMK2D,MAP7,,,
64768,8325,Q9H8X2,Q9H461,IPPK,FZD8,,,
6647,201161,P00441,Q7Z7K6-3,SOD1,CENPV,,,
55723,4176,Q9NVP2,P33993,ASF1B,MCM7,,,
56157,259266,Q9BXU3,Q8IZT6,TEX13A,ASPM,,,
4250,3909,Q13296-2,Q16787,SCGB2A2,LAMA3,,,
605,9274,Q4VC05-2,Q8WUZ0-2,BCL7A,BCL7C,,,
2495,23581,P02794,P31944,FTH1,CASP14,,,
9498,10257,Q2Y0W8-6,O15439-2,SLC4A8,ABCC4,,,
9318,8450,P61201-2,Q13620-1,COPS2,CUL4B,,,
51538,1457,Q9NP64-2,P68400,ZCCHC17,CSNK2A1,,,
10307,100526737,O95704,B0LM41,APBB3,RBM14-RBM4,,,
1901,6714,P21453,P12931-2,S1PR1,SRC,,,
221421,8661,Q9H1X1,Q14152,RSPH9,EIF3A,,,
55308,4927,Q9NUU7,Q99567,DDX19A,NUP88,,,
130106,7314,A0PJX0,P0CG47,CIB4,UBB,,,
6168,64794,P61513,Q9H8H2,RPL37A,DDX31,,,
205860,5371,Q8N7C3,P29590-2,TRIML2,PML,,,
4005,5434,P25791-3,P19388,LMO2,POLR2E,,,
56110,9053,Q9Y5G8-2,Q14244-2,PCDHGA5,MAP7,,,
79084,10576,Q9BQA1,P78371,WDR77,CCT2,,,
6636,5284,P62306,P01833,SNRPF,PIGR,,,
23144,54882,Q8IXZ2,Q8IWZ3-2,ZC3H3,ANKHD1,,,
51079,4696,Q9P0J0,O95167,NDUFA13,NDUFA3,,,
8480,701,P78406,O60566-3,RAE1,BUB1B,,,
56342,6940,UNKNOWN,O60765,PPAN,ZNF354A,,,
10107,90187,Q9UDY6-2,Q9NT22,TRIM10,EMILIN3,,,
8409,25885,Q9UBK9,O95602,UXT,POLR1A,,,
64699,79877,P57727-5,Q8WVC6,TMPRSS3,DCAKD,,,
1896,84629,Q92838-3,O15417,EDA,TNRC18,,,
90957,23170,Q6P158,Q14166,DHX57,TTLL12,,,
5155,51023,P01127,Q9Y3D5,PDGFB,MRPS18C,,,
81607,51466,Q96NY8,Q9UI08-2,PVRL4,EVL,,,
5434,84172,P19388,Q9H9Y6-2,POLR2E,POLR1B,,,
140460,4297,Q9H672,Q03164-2,ASB7,MLL,,,
10102,1472,P43897,P01036,TSFM,CST4,,,
10783,91754,Q9HC98,Q8TD19,NEK6,NEK9,,,
1670,51382,Q01523,Q9Y5K8,DEFA5,ATP6V1D,,,
51053,345643,O75496,D6RGH6,GMNN,LOC345643,,,
55692,4898,Q9NQ29-2,O43847-2,LUC7L,NRD1,,,
10159,537,O75787,Q15904,ATP6AP2,ATP6AP1,,,
55630,7388,Q6P5W5-2,P07919,SLC39A4,UQCRH,,,
11127,23650,Q9Y496,Q14134-2,KIF3A,TRIM29,,,
10053,163,Q9Y6Q5-2,P63010-2,AP1M2,AP2B1,,,
285180,83696,Q6ZNE9,Q96Q05-2,RUFY4,TRAPPC9,,,
649,5567,P13497,P22694-2,BMP1,PRKACB,,,
373863,133418,Q8IYX4,Q6PCB8,DND1,EMB,,,
2217,9334,P55899,O43286,FCGRT,B4GALT5,,,
81488,5431,P0CAP2-3,P30876,GRINL1A,POLR2B,,,
170954,5500,Q6NYC8,P62140,KIAA1949,PPP1CB,,,
6636,24148,P62306,O94906,SNRPF,PRPF6,,,
4250,5270,Q13296-2,P07093-2,SCGB2A2,SERPINE2,,,
4291,55704,P58340,Q3V6T2-2,MLF1,CCDC88A,,,
7434,84272,P41587,Q9BSR8,VIPR2,YIPF4,,,
682,23039,P35613-2,Q9UIA9,BSG,XPO7,,,
27069,5770,Q9H3K2,P18031,GHITM,PTPN1,,,
4005,9204,P25791-3,O95789,LMO2,ZMYM6,,,
7555,80135,P62633-2,Q9H9Y2,CNBP,RPF1,,,
3964,23545,O00214,Q9Y487,LGALS8,ATP6V0A2,,,
1025,3094,P50750-2,P49773,CDK9,HINT1,,,
56833,2203,Q9P0V8,P09467,SLAMF8,FBP1,,,
54853,23246,Q9H6Y2,Q14137,WDR55,BOP1,,,
9725,84272,O94886,Q9BSR8,TMEM63A,YIPF4,,,
152579,53407,Q8WU76,Q9P2W9,SCFD2,STX18,,,
50717,81691,Q5TAQ9,Q96IC2-2,DCAF8,LOC81691,,,
92483,728489,Q9BYZ2,Q5SXM8,LDHAL6B,DNLZ,,,
22953,10882,Q9UBL9-2,O75973,P2RX2,C1QL1,,,
3008,6940,P10412,O60765,HIST1H1E,ZNF354A,,,
2563,54879,O14764,Q8TDW4-2,GABRD,ST7L,,,
58477,51075,Q9Y5M8,Q9Y320-2,SRPRB,TMX2,,,
944,29785,P32971,Q96SQ9-2,TNFSF8,CYP2S1,,,
6202,79711,P62241,Q8TEX9-2,RPS8,IPO4,,,
64421,11215,Q96SD1-4,Q9UKA4,DCLRE1C,AKAP11,,,
6541,79147,P30825,Q9H9S5,SLC7A1,FKRP,,,
146540,9330,A8K8V0-2,Q9Y5Q9,ZNF785,GTF3C3,,,
55777,84328,Q9P267-2,Q8WZA0,MBD5,LZIC,,,
29105,144097,Q9Y6A4,Q9BUA3,C16orf80,C11orf84,,,
4869,6122,P06748-2,P39023,NPM1,RPL3,,,
402415,28982,Q6PP77,Q9Y5Y0,XKRX,FLVCR1,,,
79005,8724,Q9BWG6,O60493,SCNM1,SNX3,,,
566,6774,P20160,P40763-2,AZU1,STAT3,,,
5705,3043,P62195,P68871,PSMC5,HBB,,,
2662,23077,P55107,O75592-2,GDF10,MYCBP2,,,
126393,3315,O14558,P04792,HSPB6,HSPB1,,,
970,11146,P32970,Q92990,CD70,GLMN,,,
64975,26589,Q8IXM3,Q9H2W6,MRPL41,MRPL46,,,
10228,6810,O43752,Q12846,STX6,STX4,,,
66008,26586,O60296,Q8WWK9-3,TRAK2,CKAP2,,,
9639,29072,E9PB39,Q9BYW2,ARHGEF10,SETD2,,,
130827,3958,Q6ZP80,P17931,TMEM182,LGALS3,,,
2358,54733,P25090,Q8IXU6-3,FPR2,SLC35F2,,,
23378,9816,O43159,Q14146,RRP8,URB2,,,
79734,29803,Q8N5Z5-2,Q9BWE0,KCTD17,REPIN1,,,
57717,2621,Q9NRJ7,Q14393-2,PCDHB16,GAS6,,,
321,23032,E9PGI4,Q8TEY7-2,APBA2,USP33,,,
55220,10190,Q8IYD2,O14530,KLHDC8A,TXNDC9,,,
5212,3309,E9PF47,P11021,VIT,HSPA5,,,
3024,90957,Q02539,Q6P158,HIST1H1A,DHX57,,,
10560,1775,O60779,Q92874,SLC19A2,DNASE1L2,,,
27301,23411,Q9UBZ4,Q96EB6,APEX2,SIRT1,,,
23212,60488,Q15050,P82673-2,RRS1,MRPS35,,,
23385,6237,Q92542-2,P10301,NCSTN,RRAS,,,
518,84514,P48201,Q8N2G8-2,ATP5G3,GHDC,,,
2925,445571,P30550,Q5JTY5,GRPR,CBWD3,,,
8631,7486,Q86WV1-2,Q14191,SKAP1,WRN,,,
54585,582,Q9NQ48,Q8NFJ9-2,LZTFL1,BBS1,,,
6627,6633,P09661,P62316,SNRPA1,SNRPD2,,,
29896,6434,Q13595-2,P62995-3,TRA2A,TRA2B,,,
5745,3992,Q03431,O60427,PTH1R,FADS1,,,
22953,115704,Q9UBL9-2,Q96CN4,P2RX2,EVI5L,,,
8001,23510,O75311,Q14681,GLRA3,KCTD2,,,
55790,51704,Q8TDX6,Q9NZH0,CSGALNACT1,GPRC5B,,,
513,4711,P30049,O43674,ATP5D,NDUFB5,,,
284369,8487,Q8N7X8,O14893-2,C19orf75,SIP1,,,
56342,51018,UNKNOWN,Q9Y3B9,PPAN,RRP15,,,
81559,83642,Q96F44-2,Q9BVL4,TRIM11,SELO,,,
5360,84750,P55058-2,Q6P4F1-2,PLTP,FUT10,,,
134285,10099,Q8WVE6,O60637,TMEM171,TSPAN3,,,
6570,5163,E9PDJ5,B7Z207,SLC18A1,PDK1,,,
254773,10444,Q86SG7,Q7Z7L7,LYG2,ZER1,,,
1877,163033,Q66K89,Q8NAF0,E4F1,ZNF579,,,
135398,816,Q5SZD1,Q13554-2,C6orf141,CAMK2B,,,
56110,55254,Q9Y5G8-2,Q9NV64,PCDHGA5,TMEM39A,,,
9217,5568,O95292,P22612,VAPB,PRKACG,,,
9911,92906,O75069,Q8WVV9-4,TMCC2,HNRPLL,,,
3065,7203,Q13547,P49368,HDAC1,CCT3,,,
29781,83990,Q6IBW4-2,Q9BX63,NCAPH2,BRIP1,,,
63943,26098,Q9UIM3,Q3B7T1,FKBPL,C10orf137,,,
2651,7373,Q8NFS9,Q05707-2,GCNT2,COL14A1,,,
10769,8710,Q9NYY3,O75635,PLK2,SERPINB7,,,
27076,493,UNKNOWN,P23634-2,LYPD3,ATP2B4,,,
84654,26330,Q9BXG8,O14556,SPZ1,GAPDHS,,,
91272,115201,Q96IK1,Q8WYN0-5,BOD1,ATG4A,,,
126393,115201,O14558,Q8WYN0-5,HSPB6,ATG4A,,,
1136,8459,P32297-1,O60704,CHRNA3,TPST2,,,
9412,10269,Q13503,O75844,MED21,ZMPSTE24,,,
5305,10929,P48426,Q9BRL6-2,PIP4K2A,SRSF8,,,
6142,55299,Q02543,Q8TDN6,RPL18A,BRIX1,,,
5733,2324,Q147X8,P35916-2,PTGER3,FLT4,,,
80301,80233,Q8TD55-2,Q0VG06,PLEKHO2,C17orf70,,,
2783,301,P62879,P04083,GNB2,ANXA1,,,
5162,5163,P11177-2,B7Z207,PDHB,PDK1,,,
51517,29890,Q9NZQ3-2,Q8NDT2,NCKIPSD,RBM15B,,,
5356,55094,O43660-2,Q9BRR8,PLRG1,GPATCH1,,,
221188,57168,Q8IZF4,Q6ICH7,GPR114,ASPHD2,,,
5682,5683,P25786-2,P25787,PSMA1,PSMA2,,,
1902,54940,Q92633,Q9NX40,LPAR1,OCIAD1,,,
79012,6949,Q8NCB2-2,Q13428-2,CAMKV,TCOF1,,,
84932,56776,Q8WUD1,Q9NZ56,RAB2B,FMN2,,,
5522,10576,Q9Y2T4-2,P78371,PPP2R2C,CCT2,,,
10534,65244,O60232,Q86XZ4,SSSCA1,SPATS2,,,
2765,7277,Q99445,P68366,GML,TUBA4A,,,
5553,26133,P13727,E1P5Q0,PRG2,TRPC4AP,,,
23295,55071,O60291-2,Q8IXQ3,MGRN1,C9orf40,,,
94,283970,P37023,Q6P474,ACVRL1,PDXDC2P,,,
53339,83696,Q9H0C5,Q96Q05-2,BTBD1,TRAPPC9,,,
79961,4298,Q9H6A0,Q03111,DENND2D,MLLT1,,,
90665,55791,Q9BQ87,Q5T3J3,TBL1Y,C1orf103,,,
116,55352,P18509,Q9NQ92,ADCYAP1,C17orf79,,,
6570,5827,E9PDJ5,Q9NR77,SLC18A1,PXMP2,,,
144811,391123,Q8IV20,Q5VU13,C13orf31,VSIG8,,,
10653,57168,O43291,Q6ICH7,SPINT2,ASPHD2,,,
64960,64949,P82914,Q9BYN8,MRPS15,MRPS26,,,
81890,5357,Q9BXR0,Q14651,QTRT1,PLS1,,,
79037,201266,Q6DKI7,Q8N1S5,PVRIG,SLC39A11,,,
55800,81855,Q9NY72,Q9BWM7,SCN3B,SFXN3,,,
5711,5713,Q16401,P51665,PSMD5,PSMD7,,,
9356,29957,Q4U2R8-2,Q6NUK1-2,SLC22A6,SLC25A24,,,
114822,84445,Q8TCX5-2,Q9BRK4,RHPN1,LZTS2,,,
56144,9053,Q9UN74-2,Q14244-2,PCDHA4,MAP7,,,
2525,10882,P21217,O75973,FUT3,C1QL1,,,
6726,51605,P49458,Q9UJA5,SRP9,TRMT6,,,
79187,23568,Q9BTV5,Q9Y2Y0-2,FSD1,ARL2BP,,,
1910,4012,P24530-3,Q9UIQ6-2,EDNRB,LNPEP,,,
282969,4301,A2VDF0,P55196-1,C10orf125,MLLT4,,,
1196,10772,P49760-3,O75494-2,CLK2,SRSF10,,,
149297,338692,Q5VT40,D6RCN6,FAM78B,ANKRD13D,,,
6541,28982,P30825,Q9Y5Y0,SLC7A1,FLVCR1,,,
283652,25880,Q71RS6,Q96B77,SLC24A5,TMEM186,,,
55268,728489,Q86YB7,Q5SXM8,ECHDC2,DNLZ,,,
525,535,P15313,Q93050-1,ATP6V1B1,ATP6V0A1,,,
164684,23269,Q6ICG8,Q8IWI9,WBP2NL,MGA,,,
5522,10179,Q9Y2T4-2,Q9Y580,PPP2R2C,RBM7,,,
5701,5704,P35998,P43686-2,PSMC2,PSMC4,,,
139422,55153,Q96LZ2,Q9NVU7,MAGEB10,SDAD1,,,
10422,10134,Q9BSL1,P51572,UBAC1,BCAP31,,,
9184,10575,O43684-2,P50991,BUB3,CCT4,,,
25953,55705,Q8N490-2,Q96P70,PNKD,IPO9,,,
79081,2342,Q9BQE6-2,P49356,C11orf48,FNTB,,,
9388,10972,Q9Y5X9,P49755,LIPG,TMED10,,,
9454,10152,Q9NSC5-2,Q9NYB9-2,HOMER3,ABI2,,,
550,23172,Q9Y679-2,Q15018,AUP1,FAM175B,,,
3790,55253,Q9BQ31,Q9NV66,KCNS3,TYW1,,,
64708,7314,Q9H9Q2,P0CG47,COPS7B,UBB,,,
5701,9126,P35998,Q9UQE7,PSMC2,SMC3,,,
10246,9236,O00624-2,Q9ULG6-2,SLC17A2,CCPG1,,,
9498,25912,Q2Y0W8-6,Q9BWL3-3,SLC4A8,C1orf43,,,
169841,7675,Q14929,P58317,ZNF169,ZNF121,,,
55334,55005,Q9NUM3,Q9NWS8,SLC39A9,RMND1,,,
6867,23291,O75410-2,Q9UKB1-2,TACC1,FBXW11,,,
9498,399909,Q2Y0W8-6,Q9H6A9-2,SLC4A8,PCNXL3,,,
1670,80144,Q01523,E9PHH6,DEFA5,FRAS1,,,
661,5441,P05423,P62875,POLR3D,POLR2L,,,
3964,9725,O00214,O94886,LGALS8,TMEM63A,,,
283471,51092,Q86WS5,Q8NBJ9-2,TMPRSS12,SIDT2,,,
5698,5702,P28065,P17980,PSMB9,PSMC3,,,
27074,23597,Q9UQV4,Q9Y305,LAMP3,ACOT9,,,
5892,23463,O75771-3,O60725,RAD51L3,ICMT,,,
