cluster,geneID,SymbolA,SymbolB
334,284427,SLC25A41,EPHA2,
334,284427,SLC25A41,GNG10,
334,284427,SLC25A41,NCS1,
334,284427,SLC25A41,PAWR,
334,284427,SLC25A41,BASP1,
334,284427,SLC25A41,CSNK1G3,
334,284427,SLC25A41,BTF3L4,
334,284427,SLC25A41,CPNE8,
334,284427,SLC25A41,RPRD1B,
334,284427,SLC25A41,NSUN4,
334,284427,SLC25A41,STAMBP,
334,284427,SLC25A41,CD2AP,
335,10554,AGPAT1,RNASEH2A,
335,608,TNFRSF17,FAM105A,
335,608,TNFRSF17,FAM171A1,
335,608,TNFRSF17,OPA3,
335,608,TNFRSF17,CD70,
335,608,TNFRSF17,PARK2,
335,608,TNFRSF17,TARBP1,
335,608,TNFRSF17,ZMPSTE24,
335,608,TNFRSF17,TSPAN6,
335,608,TNFRSF17,INTS7,
335,608,TNFRSF17,AGPAT1,
336,202134,FAM153B,FAM153C,
336,202134,FAM153B,FAM153A,
336,202134,FAM153B,ANKRD13D,
336,202134,FAM153B,MAP1A,
336,202134,FAM153B,ANKRD13A,
336,202134,FAM153B,ZGPAT,
336,202134,FAM153B,C6orf211,
336,202134,FAM153B,CAMK1,
336,202134,FAM153B,TAF7,
336,439996,IFIT1B,HERC1,
336,439996,IFIT1B,MOCOS,
336,439996,IFIT1B,DHX38,
336,439996,IFIT1B,MAP1A,
337,3109,HLA-DMB,AP3M1,
337,79867,TCTN2,PIGB,
337,79867,TCTN2,ALG12,
337,79867,TCTN2,GLRB,
337,79867,TCTN2,JMJD8,
337,79867,TCTN2,FAM55C,
337,79867,TCTN2,TMEM8A,
337,79867,TCTN2,HLA-DMB,
337,79867,TCTN2,GRID1,
337,79867,TCTN2,JAG2,
337,79867,TCTN2,EPHB4,
337,79867,TCTN2,DCBLD2,
337,79867,TCTN2,DHFRL1,
337,79867,TCTN2,B4GALNT1,
337,79867,TCTN2,GALNT7,
337,79867,TCTN2,LRP12,
337,79867,TCTN2,DAG1,
337,79867,TCTN2,POMT2,
337,79867,TCTN2,ALG9,
337,79867,TCTN2,CNNM1,
337,79867,TCTN2,LMF2,
337,79867,TCTN2,IMPAD1,
337,79867,TCTN2,SLMAP,
337,79867,TCTN2,TPST2,
337,79867,TCTN2,ADAMTS2,
337,79867,TCTN2,SLC47A1,
337,79867,TCTN2,PLXNA2,
337,79867,TCTN2,GAS6,
337,79867,TCTN2,BACE2,
337,79867,TCTN2,ABCA3,
337,79867,TCTN2,DNAJA4,
337,79867,TCTN2,PGAP1,
337,79867,TCTN2,ENTPD7,
337,79867,TCTN2,GLB1L2,
337,79867,TCTN2,NUS1,
337,79867,TCTN2,PIGQ,
337,79867,TCTN2,KCNJ8,
337,79867,TCTN2,WNT5A,
337,79867,TCTN2,ITPRIP,
337,79867,TCTN2,CSGALNACT2,
337,79867,TCTN2,TMEM67,
337,79867,TCTN2,B4GALT1,
337,79867,TCTN2,SLC9A1,
337,79867,TCTN2,TMEM219,
337,79867,TCTN2,HYAL2,
337,79867,TCTN2,PTPN1,
337,79867,TCTN2,POMT1,
337,79867,TCTN2,DPY19L1,
337,79867,TCTN2,GALNT12,
337,79867,TCTN2,ITGAV,
337,79867,TCTN2,ABHD14A,
337,79867,TCTN2,C17orf80,
337,79867,TCTN2,HLA-B,
337,79867,TCTN2,SGCB,
337,79867,TCTN2,MTCH1,
337,79867,TCTN2,PROS1,
337,79867,TCTN2,HLA-A,
337,79867,TCTN2,TMEM39A,
337,79867,TCTN2,GYLTL1B,
337,79867,TCTN2,CLSTN3,
337,79867,TCTN2,FAM69B,
337,79867,TCTN2,LOC100294276,
337,79867,TCTN2,SPCS2,
337,79867,TCTN2,MR1,
337,79867,TCTN2,MGAT1,
338,6358,CCL14,DNLZ,
338,6358,CCL14,VWA1,
338,6358,CCL14,AMZ2,
338,6358,CCL14,LRFN1,
338,6358,CCL14,PDIA5,
338,64866,CDCP1,VWA1,
338,64866,CDCP1,LEPR,
338,64866,CDCP1,MAN1A1,
338,64866,CDCP1,LRFN1,
338,64866,CDCP1,CLSTN1,
338,143888,KDELC2,VWA1,
339,23300,ATMIN,CAPN13,
339,23300,ATMIN,SPECC1L,
339,92291,CAPN13,ZC3H4,
339,92291,CAPN13,PPP1R10,
339,92291,CAPN13,SFSWAP,
339,92291,CAPN13,SAFB2,
339,92291,CAPN13,DIDO1,
339,92291,CAPN13,PRRC2A,
339,92291,CAPN13,SF1,
339,92291,CAPN13,TJP2,
339,92291,CAPN13,EWSR1,
339,92291,CAPN13,SAFB,
339,92291,CAPN13,EIF4E2,
339,9667,SAFB2,DHPS,
339,9667,SAFB2,TRIP6,
339,9667,SAFB2,CIZ1,
340,22806,IKZF3,IKZF4,
340,22806,IKZF3,SETMAR,
340,22806,IKZF3,DGCR14,
340,22806,IKZF3,GATAD2B,
340,64376,IKZF5,CHD8,
340,64376,IKZF5,MIB2,
340,64376,IKZF5,ZC3H3,
340,64376,IKZF5,IKZF2,
340,64376,IKZF5,IKZF3,
340,64376,IKZF5,AHDC1,
340,64376,IKZF5,CCDC77,
340,64376,IKZF5,TCF7L2,
340,64376,IKZF5,ZNF518B,
340,64376,IKZF5,ZZZ3,
340,64376,IKZF5,TADA2A,
340,64376,IKZF5,MBIP,
340,64376,IKZF5,KAT2B,
340,64376,IKZF5,YEATS2,
340,64376,IKZF5,MCM10,
340,64376,IKZF5,PEX14,
340,64376,IKZF5,KIAA0753,
340,64376,IKZF5,MIS18BP1,
340,64376,IKZF5,CSRP2BP,
340,64376,IKZF5,IKZF4,
340,64376,IKZF5,ELF2,
340,64376,IKZF5,UTP11L,
340,64376,IKZF5,DNAH14,
340,64376,IKZF5,KAT2A,
340,64376,IKZF5,TADA3,
340,64376,IKZF5,ARHGAP19,
340,64376,IKZF5,ODF2,
340,64376,IKZF5,LIN54,
340,64376,IKZF5,SLTM,
340,64376,IKZF5,CCNB1,
340,64376,IKZF5,FBXO11,
340,64376,IKZF5,CKS2,
340,64376,IKZF5,CCDC101,
340,64376,IKZF5,CKS1B,
340,64376,IKZF5,RPL36AL,
340,64376,IKZF5,KIAA1712,
340,64376,IKZF5,MRPL30,
340,64376,IKZF5,WIZ,
340,64376,IKZF5,NOL6,
340,64376,IKZF5,C1orf103,
340,64376,IKZF5,TIGD5,
340,64376,IKZF5,TRIM27,
340,64376,IKZF5,THAP11,
340,64376,IKZF5,POLR1E,
340,64376,IKZF5,UBE2O,
340,64376,IKZF5,RBM27,
340,64376,IKZF5,GGPS1,
340,64376,IKZF5,CDK1,
340,64376,IKZF5,PDLIM7,
341,51250,C6orf203,CPNE7,
341,27132,CPNE7,BAHCC1,
341,27132,CPNE7,UBTF,
341,27132,CPNE7,EBF3,
341,27132,CPNE7,RPS27A,
341,27132,CPNE7,SETD2,
341,27132,CPNE7,SUPT5H,
341,58475,MS4A7,CPNE7,
341,131540,ZDHHC19,CPNE7,
342,122945,C14orf148,MPZL1,
342,9019,MPZL1,IFIH1,
342,9019,MPZL1,PTPN11,
342,9019,MPZL1,FTO,
342,9019,MPZL1,ACTBL2,
342,9019,MPZL1,ALDH1A2,
342,9019,MPZL1,CBWD1,
342,9019,MPZL1,POLA2,
342,9019,MPZL1,HSPA8,
342,116441,TM4SF18,TMEM65,
342,116441,TM4SF18,CD320,
342,116441,TM4SF18,STXBP1,
342,116441,TM4SF18,TMEM179B,
342,116441,TM4SF18,CD47,
342,116441,TM4SF18,REEP5,
342,157378,TMEM65,MPZL1,
343,84939,MUM1,BAIAP2L1,
343,84939,MUM1,SMC6,
343,59338,PLEKHA1,MSL3,
343,59338,PLEKHA1,WDR45L,
343,59338,PLEKHA1,PBX2,
343,23645,PPP1R15A,PLEKHA1,
343,23645,PPP1R15A,MINK1,
343,23645,PPP1R15A,ZNF92,
343,23645,PPP1R15A,POP4,
343,23645,PPP1R15A,MUM1,
343,23645,PPP1R15A,BBX,
344,1977,EIF4E,EIF4G3,
344,1977,EIF4E,EIF4ENIF1,
344,1977,EIF4E,EIF4EBP2,
344,1977,EIF4E,EIF4EBP1,
344,1977,EIF4E,EIF4G1,
344,1977,EIF4E,ANGEL1,
344,1977,EIF4E,EIF4A1,
345,283129,C11orf85,CRYBB3,
345,283129,C11orf85,PLK1,
345,51233,C22orf43,ZNF852,
345,51233,C22orf43,CSNK1E,
345,51233,C22orf43,RPL36AL,
345,51233,C22orf43,PLK1,
345,1417,CRYBB3,TAB1,
345,5347,PLK1,BICD2,
345,5347,PLK1,PPP6R2,
345,5347,PLK1,TOPBP1,
345,5347,PLK1,TMF1,
345,5347,PLK1,RAI14,
345,5347,PLK1,C1orf226,
345,5347,PLK1,C13orf34,
345,5347,PLK1,MPRIP,
345,5347,PLK1,ARHGAP5,
345,5347,PLK1,SPAG9,
345,5347,PLK1,PRRC1,
345,5347,PLK1,MAVS,
345,5347,PLK1,NOS1AP,
345,5347,PLK1,STXBP4,
345,5347,PLK1,TBK1,
345,5347,PLK1,SATB2,
345,5347,PLK1,ERCC4,
346,54,ACP5,CIZ1,
346,54,ACP5,KLHL15,
346,63948,DMRTB1,TRIM11,
346,63948,DMRTB1,KLHL15,
346,51478,HSD17B7,ACP5,
346,51478,HSD17B7,POLB,
346,51478,HSD17B7,SLC1A5,
346,51478,HSD17B7,SLAMF1,
346,80311,KLHL15,C17orf81,
346,80311,KLHL15,CACNB1,
346,22998,LIMCH1,KLHL15,
346,51633,OTUD6B,GALC,
346,51633,OTUD6B,BTBD1,
346,51633,OTUD6B,LIMCH1,
347,135398,C6orf141,MORC3,
347,135398,C6orf141,PLEC,
347,135398,C6orf141,KIAA0586,
347,135398,C6orf141,PLCH1,
347,135398,C6orf141,FAM83H,
347,135398,C6orf141,PRR14,
347,135398,C6orf141,CAMKK2,
347,135398,C6orf141,ALMS1,
347,135398,C6orf141,SMG7,
347,135398,C6orf141,ZNF195,
347,135398,C6orf141,ZNF318,
347,135398,C6orf141,SIPA1L2,
347,135398,C6orf141,NCOR1,
347,135398,C6orf141,E2F7,
347,135398,C6orf141,SATB2,
347,135398,C6orf141,USP4,
347,135398,C6orf141,SAMD1,
347,135398,C6orf141,BRCA2,
347,135398,C6orf141,RAB3GAP1,
347,135398,C6orf141,RNASEH2A,
347,135398,C6orf141,FAM54B,
347,135398,C6orf141,STIL,
347,135398,C6orf141,CAMK2B,
347,135398,C6orf141,FBXO7,
347,135398,C6orf141,ATG2B,
347,135398,C6orf141,POLE2,
347,135398,C6orf141,TBL1X,
347,135398,C6orf141,KIAA1671,
347,135398,C6orf141,LRCH2,
347,135398,C6orf141,TROAP,
347,135398,C6orf141,KRBA1,
347,135398,C6orf141,DSP,
347,135398,C6orf141,PIK3C2A,
347,135398,C6orf141,SMG5,
347,135398,C6orf141,HAUS3,
347,135398,C6orf141,RICTOR,
347,135398,C6orf141,HAUS6,
347,135398,C6orf141,C14orf80,
347,135398,C6orf141,HAUS7,
347,135398,C6orf141,BCOR,
347,135398,C6orf141,PDE6D,
347,135398,C6orf141,ANAPC5,
347,135398,C6orf141,CCDC88A,
347,135398,C6orf141,NSMCE4A,
347,135398,C6orf141,SPC25,
347,135398,C6orf141,HAUS5,
347,135398,C6orf141,MKS1,
347,135398,C6orf141,GTSE1,
347,135398,C6orf141,FLNC,
347,135398,C6orf141,TP73,
347,135398,C6orf141,ZNF281,
347,135398,C6orf141,NUF2,
347,135398,C6orf141,ANKHD1,
347,135398,C6orf141,MAD1L1,
347,135398,C6orf141,TBC1D2B,
347,135398,C6orf141,PRKAR1B,
347,135398,C6orf141,SPC24,
347,135398,C6orf141,OFD1,
347,135398,C6orf141,TAB1,
347,135398,C6orf141,HOOK1,
347,135398,C6orf141,PRIM1,
347,135398,C6orf141,WDR19,
347,135398,C6orf141,EIF4E2,
347,135398,C6orf141,ZNF703,
347,135398,C6orf141,SEC23IP,
347,135398,C6orf141,CAMK2D,
347,135398,C6orf141,HDAC3,
347,135398,C6orf141,CDK5RAP2,
347,135398,C6orf141,C10orf137,
347,135398,C6orf141,WDR62,
347,135398,C6orf141,EIF2AK4,
347,135398,C6orf141,TUBA4A,
348,29999,FSCN3,FLAD1,
348,29999,FSCN3,PRAME,
348,29999,FSCN3,GLMN,
348,11146,GLMN,CUL7,
348,11146,GLMN,CUL9,
348,11146,GLMN,ZSWIM6,
348,11146,GLMN,ANKLE2,
348,11146,GLMN,FEM1B,
348,11146,GLMN,TMEM143,
348,11146,GLMN,KLHDC3,
348,11146,GLMN,APPBP2,
348,11146,GLMN,DCAF4,
348,11146,GLMN,FEM1C,
348,11146,GLMN,CUL4B,
348,11146,GLMN,KLHDC10,
348,11146,GLMN,KCTD6,
348,11146,GLMN,DTL,
348,11146,GLMN,CUL4A,
348,11146,GLMN,KLHDC2,
348,11146,GLMN,CUL2,
348,11146,GLMN,KLHDC5,
348,11146,GLMN,CUL1,
348,11146,GLMN,CRBN,
348,11146,GLMN,BTBD1,
348,11146,GLMN,KCTD10,
348,11146,GLMN,BTBD9,
348,90809,TMEM55B,TBC1D9B,
348,90809,TMEM55B,GLMN,
349,55729,ATF7IP,C11orf46,
349,55729,ATF7IP,IGHG2,
349,84063,KIRREL2,VHL,
349,84063,KIRREL2,FBXO11,
349,84063,KIRREL2,CPS1,
349,84063,KIRREL2,AURKA,
349,84063,KIRREL2,MANBA,
349,5020,OXT,SHC1,
349,5020,OXT,VHL,
349,5020,OXT,CUL2,
349,5020,OXT,NIF3L1,
349,5020,OXT,NFS1,
349,7428,VHL,ATF7IP,
349,7428,VHL,SETDB1,
349,7428,VHL,C11orf46,
349,7428,VHL,CUL2,
349,7428,VHL,TCEB1,
349,7428,VHL,TCEB2,
349,7428,VHL,UTRN,
349,7428,VHL,ACTBL2,
350,51451,LCMT1,PPP2CA,
350,51451,LCMT1,PPP4R2,
350,51451,LCMT1,PPP4C,
350,51400,PPME1,PPP2R2D,
350,51400,PPME1,PPP2CA,
350,51400,PPME1,PPP4R2,
350,51400,PPME1,ACY1,
350,51400,PPME1,PPP2R5D,
350,5524,PPP2R4,PPP4R2,
350,151987,PPP4R2,SMEK1,
350,151987,PPP4R2,SMEK2,
350,151987,PPP4R2,PPP4C,
350,151987,PPP4R2,DHX38,
350,151987,PPP4R2,CCDC6,
350,151987,PPP4R2,TIPRL,
350,55671,SMEK1,SMEK2,
350,55671,SMEK1,PPP4C,
350,55671,SMEK1,PPP2R4,
350,55671,SMEK1,PPME1,
351,205428,C3orf58,GOLPH3L,
351,205428,C3orf58,GOLPH3,
351,205428,C3orf58,GFAP,
351,29925,GMPPB,GMPPA,
351,29925,GMPPB,PRUNE,
351,29925,GMPPB,PI4K2B,
351,29925,GMPPB,PRMT3,
351,29925,GMPPB,CCNB2,
351,64083,GOLPH3,WBSCR16,
351,64083,GOLPH3,GMPPA,
351,64083,GOLPH3,GMPPB,
351,64083,GOLPH3,C16orf42,
352,3838,KPNA2,CDCA2,
352,3838,KPNA2,NUP153,
352,3838,KPNA2,NUP50,
352,3838,KPNA2,KPNB1,
352,3838,KPNA2,RAB39B,
352,3838,KPNA2,RGPD5,
352,10762,NUP50,KIFC1,
352,10762,NUP50,RNGTT,
352,10762,NUP50,WDHD1,
352,10762,NUP50,BOD1L,
352,10762,NUP50,KLHL7,
352,10762,NUP50,SPOP,
352,10762,NUP50,ARID2,
352,10762,NUP50,PBRM1,
352,10762,NUP50,CXXC1,
352,10762,NUP50,PHF10,
352,10762,NUP50,NUP153,
352,10762,NUP50,CDCA2,
352,10762,NUP50,BCL7B,
352,10762,NUP50,BRD7,
352,10762,NUP50,SETD1A,
352,10762,NUP50,FBXO28,
352,10762,NUP50,KIF18B,
352,10762,NUP50,SMARCD2,
352,10762,NUP50,SMARCC2,
352,10762,NUP50,SMARCD3,
352,10762,NUP50,SMARCD1,
352,10762,NUP50,KPNA4,
352,10762,NUP50,KPNB1,
352,10762,NUP50,KPNA6,
352,10762,NUP50,TP53BP1,
352,10762,NUP50,KPNA5,
352,10762,NUP50,KPNA1,
352,8732,RNGTT,POLR2I,
353,57144,PAK7,PAK4,
353,57144,PAK7,ARHGEF11,
353,57144,PAK7,LRRC16A,
353,57144,PAK7,ARHGEF2,
353,57144,PAK7,METAP1D,
353,57144,PAK7,TBC1D2B,
353,57144,PAK7,TANC2,
353,57144,PAK7,OBSL1,
353,57144,PAK7,SUPT5H,
353,57144,PAK7,AMZ2,
353,57144,PAK7,FBLN1,
353,57144,PAK7,ZNF598,
353,57144,PAK7,AURKA,
353,57144,PAK7,GMPPA,
353,57144,PAK7,YWHAZ,
353,57144,PAK7,MRPL39,
353,57144,PAK7,PLK1,
353,57144,PAK7,PDDC1,
353,57144,PAK7,USP7,
353,57144,PAK7,RBM6,
353,57144,PAK7,UBR2,
353,57144,PAK7,SUPT4H1,
353,57144,PAK7,CCDC138,
354,26167,PCDHB5,PTP4A2,
354,26167,PCDHB5,ATP2A3,
354,26167,PCDHB5,RDH13,
354,26167,PCDHB5,RPL23,
354,26167,PCDHB5,GAS6,
354,8073,PTP4A2,PTP4A1,
354,8073,PTP4A2,CNNM1,
354,8073,PTP4A2,EFTUD1,
354,8073,PTP4A2,CNNM4,
354,8073,PTP4A2,CNNM2,
354,8073,PTP4A2,FMN2,
354,8073,PTP4A2,PTP4A3,
355,55957,LIN37,LIN9,
355,55957,LIN37,MYBL1,
355,55957,LIN37,MYBL2,
355,55957,LIN37,LIN52,
355,55957,LIN37,LIN54,
355,55957,LIN37,SCGB1D2,
355,55957,LIN37,RBBP4,
355,286826,LIN9,MYBL2,
355,286826,LIN9,LIN54,
355,286826,LIN9,LIN52,
355,286826,LIN9,DIS3L,
355,286826,LIN9,SLMAP,
355,286826,LIN9,RBBP4,
355,286826,LIN9,COL1A1,
355,286826,LIN9,HBS1L,
355,4603,MYBL1,LIN9,
355,4603,MYBL1,LIN52,
355,4603,MYBL1,LIN54,
356,571,BACH1,MAFF,
356,571,BACH1,HMMR,
356,571,BACH1,FAM83D,
356,571,BACH1,POTEKP,
356,571,BACH1,XRCC6BP1,
356,571,BACH1,CREBZF,
356,571,BACH1,FBXL17,
356,571,BACH1,ZNF131,
356,571,BACH1,MAFG,
356,571,BACH1,ATF7,
356,571,BACH1,FBXO22,
356,571,BACH1,KIAA1468,
356,571,BACH1,MAFK,
356,571,BACH1,ASAP3,
356,9603,NFE2L3,MAFK,
356,9603,NFE2L3,MAFG,
356,9603,NFE2L3,HCFC2,
356,9603,NFE2L3,HCFC1,
357,27329,ANGPTL3,CCDC91,
357,27329,ANGPTL3,GULP1,
357,27329,ANGPTL3,FBXO28,
357,27329,ANGPTL3,BIRC6,
357,84077,C3orf20,BIRC6,
357,92002,FAM58A,BIRC6,
357,92002,FAM58A,UBB,
357,92002,FAM58A,BAG6,
357,644619,INTS4L2,INTS4,
357,644619,INTS4L2,CKAP4,
357,644619,INTS4L2,MRS2,
357,644619,INTS4L2,ASPM,
357,644619,INTS4L2,GFAP,
357,644619,INTS4L2,BIRC6,
357,55757,UGGT2,BIRC6,
357,55757,UGGT2,ITIH2,
358,3171,FOXA3,KHDRBS2,
358,3171,FOXA3,ST3GAL2,
358,3171,FOXA3,CORO1A,
358,202559,KHDRBS2,KHDRBS3,
358,202559,KHDRBS2,FBXW11,
358,202559,KHDRBS2,BTRC,
358,202559,KHDRBS2,ATG7,
358,202559,KHDRBS2,KHDRBS1,
358,202559,KHDRBS2,WDR45L,
358,202559,KHDRBS2,YRDC,
358,202559,KHDRBS2,CRBN,
358,202559,KHDRBS2,PLCG1,
358,202559,KHDRBS2,PTER,
358,202559,KHDRBS2,ACOX1,
358,202559,KHDRBS2,RFWD2,
358,202559,KHDRBS2,CUL1,
358,202559,KHDRBS2,SUPT5H,
358,202559,KHDRBS2,KLHDC5,
358,202559,KHDRBS2,USP7,
358,202559,KHDRBS2,CTC1,
358,202559,KHDRBS2,ACAD11,
358,202559,KHDRBS2,NAGK,
358,202559,KHDRBS2,ACAA1,
358,202559,KHDRBS2,MAPK3,
358,202559,KHDRBS2,AURKA,
358,202559,KHDRBS2,MVK,
358,6483,ST3GAL2,FKBP14,
358,6483,ST3GAL2,ASPHD2,
358,6483,ST3GAL2,CANX,
358,6483,ST3GAL2,HSPA5,
359,2069,EREG,RAB4A,
359,2069,EREG,TMX4,
359,2069,EREG,LGALS1,
359,5175,PECAM1,LGALS1,
359,27036,SIGLEC7,WDR89,
359,27036,SIGLEC7,LGALS1,
360,84612,PARD6B,PRKCZ,
360,84612,PARD6B,LLGL2,
360,84612,PARD6B,PARD3,
360,84612,PARD6B,PRKCI,
360,84612,PARD6B,PTPN21,
360,84612,PARD6B,WWC1,
360,84612,PARD6B,KBTBD7,
360,84612,PARD6B,LLGL1,
360,84612,PARD6B,PTPN14,
360,84612,PARD6B,ARL10,
360,84612,PARD6B,ZZEF1,
360,84612,PARD6B,HECTD3,
360,5590,PRKCZ,LLGL2,
360,5590,PRKCZ,PRKCI,
360,5590,PRKCZ,PARD6G,
360,5590,PRKCZ,LLGL1,
360,5590,PRKCZ,TRIM41,
360,5590,PRKCZ,WWC1,
360,5590,PRKCZ,GBAS,
360,5590,PRKCZ,CDC42BPB,
360,5590,PRKCZ,SQSTM1,
360,5590,PRKCZ,PARD6A,
361,140460,ASB7,C8orf34,
361,140460,ASB7,TRIP11,
361,140460,ASB7,CUL5,
361,140460,ASB7,NPAT,
361,140460,ASB7,HMBOX1,
361,140460,ASB7,KIF13B,
361,140460,ASB7,ZFAND2B,
361,140460,ASB7,KIF13A,
361,140460,ASB7,HIF1AN,
361,140460,ASB7,SALL2,
361,140460,ASB7,C19orf2,
361,140460,ASB7,POLR3A,
361,140460,ASB7,CCDC136,
361,140460,ASB7,MLL,
361,140460,ASB7,RABEP2,
361,140460,ASB7,RPAP3,
361,140460,ASB7,POLR1A,
361,140460,ASB7,MAD1L1,
361,140460,ASB7,WDR75,
361,140460,ASB7,PDRG1,
361,140460,ASB7,PIH1D1,
361,140460,ASB7,UXT,
361,140460,ASB7,WDR92,
361,140460,ASB7,ANKRD13A,
361,116328,C8orf34,CNDP2,
361,55282,LRRC36,ISCA1,
361,55282,LRRC36,SNX27,
361,55282,LRRC36,SUFU,
361,55282,LRRC36,GOLGA3,
361,55282,LRRC36,TBL1X,
361,55282,LRRC36,CNDP2,
361,55282,LRRC36,HSPA9,
361,51072,MEMO1,HMBOX1,
361,51072,MEMO1,C14orf104,
361,51072,MEMO1,UBE2CBP,
361,51072,MEMO1,WDR54,
361,51072,MEMO1,UPF1,
361,51072,MEMO1,C17orf79,
361,51072,MEMO1,TARBP2,
362,81704,DOCK8,LRCH1,
362,81704,DOCK8,LRCH2,
362,81704,DOCK8,LRCH4,
362,81704,DOCK8,DOCK7,
362,81704,DOCK8,DOCK6,
362,81704,DOCK8,APPBP2,
362,81704,DOCK8,CPNE7,
362,84859,LRCH3,DOCK8,
362,84859,LRCH3,DOCK6,
362,84859,LRCH3,DOCK7,
362,84859,LRCH3,LRCH1,
362,84859,LRCH3,PIH1D1,
362,84859,LRCH3,LRCH2,
362,84859,LRCH3,VCPIP1,
362,84859,LRCH3,TMOD3,
362,84859,LRCH3,LRCH4,
362,84859,LRCH3,DYRK1A,
362,84859,LRCH3,CBX5,
362,84859,LRCH3,SUGT1,
363,23092,ARHGAP26,ARHGAP42,
363,23092,ARHGAP26,OPHN1,
363,23092,ARHGAP26,ARHGAP10,
363,23092,ARHGAP26,MICAL1,
363,23092,ARHGAP26,JPH1,
363,23092,ARHGAP26,RAB11FIP5,
363,25966,C2CD2,ARHGAP26,
363,25966,C2CD2,ARHGAP10,
363,25966,C2CD2,SEC14L1,
363,25966,C2CD2,DYNC1LI2,
363,25966,C2CD2,DYNC1LI1,
364,2160,F11,APP,
364,2160,F11,CRELD2,
364,2160,F11,N4BP2L2,
364,2155,F7,C1QL1,
364,2155,F7,NMU,
364,2155,F7,CRELD2,
364,8838,WISP3,APBB2,
364,8838,WISP3,DDX47,
364,8838,WISP3,CRELD2,
364,8838,WISP3,POLR2D,
365,64506,CPEB1,SYMPK,
365,64506,CPEB1,METAP1D,
365,64506,CPEB1,GBP5,
365,64506,CPEB1,APBA3,
365,64506,CPEB1,CSTF2T,
365,64506,CPEB1,GAN,
365,64506,CPEB1,NMD3,
365,64506,CPEB1,CSTF2,
365,23283,CSTF2T,CSTF3,
365,23283,CSTF2T,CSTF2,
365,23283,CSTF2T,CSTF1,
365,23283,CSTF2T,SYMPK,
365,23283,CSTF2T,CRTAP,
365,23283,CSTF2T,LEPRE1,
365,254042,METAP1D,SIRT3,
366,59344,ALOXE3,NBEA,
366,59344,ALOXE3,ZFHX4,
366,59344,ALOXE3,C14orf104,
366,59344,ALOXE3,SRC,
366,59344,ALOXE3,HSPA8,
366,59344,ALOXE3,EDEM3,
366,59344,ALOXE3,HOOK1,
366,59344,ALOXE3,HERC4,
366,59344,ALOXE3,HSPD1,
366,148870,CCDC27,CLTCL1,
366,148870,CCDC27,ALOXE3,
366,148870,CCDC27,HAL,
366,148870,CCDC27,ALOX12B,
366,148870,CCDC27,WASF2,
366,11010,GLIPR1,ALOXE3,
366,283385,MORN3,ALOXE3,
366,283385,MORN3,RNASE7,
367,119,ADD2,NUDT12,
367,119,ADD2,ADD1,
367,119,ADD2,ADD3,
367,119,ADD2,ROCK1,
367,119,ADD2,ROCK2,
367,119,ADD2,ALDH16A1,
367,147463,ANKRD29,ADD3,
367,147463,ANKRD29,ADD2,
367,147463,ANKRD29,FAM122B,
367,147463,ANKRD29,UBP1,
367,147463,ANKRD29,ADD1,
367,147463,ANKRD29,TFCP2,
367,4115,MAGEB4,MAGEA1,
367,4115,MAGEB4,ROCK1,
367,4115,MAGEB4,C1QBP,
367,4115,MAGEB4,CAMK2D,
367,9475,ROCK2,POLR1C,
367,9475,ROCK2,ROCK1,
367,9475,ROCK2,DNAJB11,
367,9475,ROCK2,FBXO42,
368,1902,LPAR1,TYRO3,
368,1902,LPAR1,TESC,
368,1902,LPAR1,LASS4,
368,1902,LPAR1,ENPP4,
368,1902,LPAR1,SLC9A1,
368,1902,LPAR1,TPCN1,
368,1902,LPAR1,LPHN3,
368,1902,LPAR1,REEP6,
368,1902,LPAR1,ZDHHC17,
368,1902,LPAR1,MFSD5,
368,1902,LPAR1,ECSIT,
368,1902,LPAR1,ATP2B4,
368,1902,LPAR1,NDUFAF1,
368,1902,LPAR1,SERINC1,
368,1902,LPAR1,MRS2,
368,1902,LPAR1,TMEM87A,
368,1902,LPAR1,TMEM120B,
368,1902,LPAR1,TMEM161B,
368,1902,LPAR1,SELT,
368,1902,LPAR1,C20orf108,
368,1902,LPAR1,C19orf28,
368,1902,LPAR1,LEMD3,
368,1902,LPAR1,CD97,
368,1902,LPAR1,MFSD8,
368,1902,LPAR1,TMEM186,
368,1902,LPAR1,GPR50,
368,1902,LPAR1,C4orf32,
368,1902,LPAR1,RTN2,
368,1902,LPAR1,LMBR1,
368,1902,LPAR1,CMTM4,
368,1902,LPAR1,FAM134C,
368,1902,LPAR1,CSGALNACT2,
368,1902,LPAR1,ATP9A,
368,1902,LPAR1,PTPLB,
368,1902,LPAR1,ELOVL2,
368,1902,LPAR1,OCIAD1,
368,1902,LPAR1,SCAP,
368,1902,LPAR1,GPRC5B,
368,1902,LPAR1,ARL10,
368,1902,LPAR1,RNF121,
368,1902,LPAR1,ACP2,
368,1902,LPAR1,SGK196,
368,1902,LPAR1,CXCR4,
368,1902,LPAR1,ZDHHC18,
368,1902,LPAR1,CKAP4,
368,1902,LPAR1,GOLGA5,
368,1902,LPAR1,GPR89A,
368,1902,LPAR1,ND4,
368,1902,LPAR1,TMEM11,
368,1902,LPAR1,REEP4,
368,1902,LPAR1,SLC35F2,
368,1902,LPAR1,SLC19A2,
368,1902,LPAR1,ABCB8,
368,1902,LPAR1,TSPAN3,
