cluster,SymbolA,SymbolB,
34,H2AFX,SS18L2,
417,PRKCA,PRKCH,
10,PIP4K2A,MEX3C,
1,SNRPN,SNRPB2,
27,C2orf29,CNOT8,
35,GPN3,POLR3K,
35,POLR3GL,POLR3A,
70,HSPD1,ACSS1,
8,LGALS8,SLC17A5,
392,TNK2,ISG15,
9,TRIM28,ZNF845,
15,DGUOK,SYN2,
1167,INTS12,INTS1,
1056,ZFY,NSD1,
496,PPARD,MDM4,
274,PIK3R3,PIK3CB,
137,TADA3,TAF12,
12,ZNF24,SCAND1,
15,C14orf104,DCLK1,
191,UQCRQ,COX7A2L,
986,SLC35A5,TNKS2,
272,SH3KBP1,CD2AP,
1277,RHPN1,WWC2,
1061,MAOA,SMCR7L,
150,DCLRE1C,PRKAB2,
452,IRF2,IRF2BP1,
93,WBP2NL,ACTR5,
14,NDUFS3,NDUFB6,
182,SAMD7,SAMD11,
136,IFNA5,IFNA14,
36,IFT57,IFT46,
17,CCT3,CCT7,
396,PRPF40B,GNB5,
102,RPP21,POP7,
68,EIF3L,EIF3A,
26,RINT1,ZW10,
38,TBC1D14,C4orf41,
13,AP2S1,AP1B1,
23,SS18,SMARCC2,
212,BRAF,RAF1,
22,FCF1,TREX2,
35,POLR3D,POLR3B,
107,EPHA1,WDR13,
33,PSMG2,POMP,
1307,TIGD3,CTPS2,
1,SNRPE,SNRNP35,
191,UQCRQ,CYTB,
222,PACSIN1,RAI14,
421,APBB1IP,ANXA13,
283,KLC1,KIF5B,
3,MRPL4,MRPS30,
615,SMURF2,ARHGAP5,
36,IFT57,RABL5,
23,BCL7A,SMARCD3,
16,MRPS34,MRPS27,
1,SNRPN,TUT1,
922,DPH3,DPH2,
23,BCL7C,SMARCA4,
59,MZT1,TUBGCP3,
83,CCDC92,ADRM1,
27,CNOT7,CNOT2,
94,CBX7,PHC3,
639,SNN,MTDH,
123,STBD1,GYS1,
2,CDYL,MIER1,
142,ATP6V1C2,ATP6V1B2,
11,MED1,MED23,
640,IP6K3,PCYT1A,
236,DCAF7,RAD54L2,
879,ENPP6,MEX3B,
93,RUVBL2,INO80E,
235,SCOC,GCC1,
7,ELAVL2,PUM2,
68,EIF3H,EIF3C,
725,TXLNB,CEP63,
160,ATF2,JUN,
27,RIBC1,CNOT6L,
348,GLMN,TMEM143,
1273,WNT4,WNT7B,
542,DDI1,NRIP3,
116,AMZ1,NHSL1,
1052,CHL1,ANK2,
60,EEF1A1,VARS,
53,PCDHGB1,CDON,
867,C14orf149,DIXDC1,
20,POLR2G,RPRD1A,
93,RUVBL1,TFPT,
1,SNRPN,LSM11,
28,RAB1A,GDI1,
102,RPP21,RPP14,
14,NDUFS6,NDUFB6,
658,ACAD9,C7orf44,
254,COG6,COG4,
102,RPP21,POP4,
664,BTK,ANKRD54,
137,TADA3,SUPT7L,
78,P4HA3,RSRC2,
26,STX6,VTI1A,
110,TTC35,COX4NB,
534,RAB1B,RAB8B,
20,DOM3Z,RECQL5,
11,MED7,MED12L,
407,NEUROG3,HES6,
566,ZNF238,ZBTB3,
794,IGLL5,IGLL1,
59,LGALS3BP,MZT2A,
436,PDIA3,JMJD8,
160,JUNB,JUND,
2,HDAC1,CHD4,
1181,TNNI3,IFNA4,
127,DCTN6,DCTN4,
263,ABCF2,AHCYL2,
173,UBXN6,FAM104A,
167,FKBP6,EEF2K,
40,C16orf87,CDC27,
217,NAGK,ZIC2,
2,GATAD2A,CHD4,
20,LMO2,RPRD1A,
33,PSMF1,PSMB1,
19,SNX27,IGHG3,
134,DEF6,HOMEZ,
224,SPACA1,KIAA1586,
1039,ZDHHC7,CKM,
203,TCF25,GPRASP2,
2,GATAD2B,MTA1,
660,CTDSP1,CTDSPL,
62,SEPT2,SEPT8,
77,ZC3H18,CLK2,
1,SNRPN,SNRPD1,
616,C10orf96,MIPOL1,
49,C14orf101,MYH1,
3,MRPL4,MRPL47,
10,PIP4K2A,EAF2,
215,NUP88,NUP214,
1,SNRPG,PDCD7,
299,C19orf39,ZSWIM7,
717,NR2F2,AKT1,
120,SNRNP27,SBDS,
119,ARPC1B,ACTR3B,
30,KAT5,EP400,
45,COMMD4,DSCR3,
128,AMMECR1L,FNTA,
36,IFT57,IFT52,
102,POP4,RPP14,
23,SMARCD1,SMARCA4,
11,MED7,MED10,
68,EIF3L,EIF3C,
788,TCEANC2,CDC34,
30,MYCL1,MEAF6,
18,C3orf62,RBL1,
33,PSMB3,PSMB1,
1,SNRPE,SNRNP48,
47,AKAP14,PRKACG,
11,MED1,MED15,
45,COMMD4,C16orf62,
455,MRPL34,IPO5,
12,ZNF232,SCAND1,
841,CAMKMT,COL1A2,
214,TMOD3,LRRFIP2,
2,ZNF219,MTA2,
3,MRPS30,MRPL52,
100,RYBP,BCORL1,
685,KCTD13,KCTD10,
62,CDC42EP4,SEPT8,
113,ERCC3,GTF2H2,
79,CUL3,KLHL28,
335,TNFRSF17,OPA3,
150,DCLRE1C,PRKAA1,
544,FAM109B,OCRL,
137,CCDC101,KAT2A,
1,SNRPG,PRKRIP1,
23,BCL7C,BCL7B,
1207,TSPYL1,LCA5,
27,C2orf29,CNOT1,
13,AMPH,AP2A2,
127,ACTR1B,ACTR10,
238,C6,DPY19L3,
26,SCFD2,BNIP1,
14,NDUFA8,ND4,
850,CDK13,NEK3,
830,PTPN6,PTPN12,
68,EIF3M,EIF3C,
931,EIF4A1,EIF4A2,
23,DPF3,PBRM1,
1127,ARL11,SESTD1,
8,LGALS9,KIAA1549,
580,ASGR1,PLVAP,
805,SYT6,SYT10,
374,CAPN1,CAPNS1,
1195,RTDR1,ROPN1L,
88,TRIM44,ZNF91,
30,KAT5,MBTD1,
490,WDR1,POTEE,
166,CSNK1D,PER1,
23,DPF2,SMARCA4,
2,RBBP7,CDK2AP1,
1200,QPRT,TRAF3IP2,
23,BCL7C,PHF10,
12,ZNF434,ZKSCAN1,
8,LGALS8,CLCN5,
35,POLR3E,POLR3F,
27,C2orf29,RAVER1,
863,MAGEE1,YLPM1,
6,CYP51A1,POTEI,
234,CPSF4L,WDR33,
1113,CXorf48,UHRF1BP1L,
36,TTC30A,IFT172,
14,NDUFB5,NDUFB7,
88,TAF1D,TAF1A,
154,RBPJ,NOTCH1,
263,FAM13C,PDZRN3,
1200,NPL,QPRT,
503,UBA2,SAE1,
102,POP4,POP7,
191,UQCRH,UQCRB,
38,BCL2L14,TRAPPC6B,
11,MED7,MED30,
111,NSL1,NUF2,
339,ATMIN,CAPN13,
15,HAX1,CAMK2A,
591,THUMPD1,FDXACB1,
466,CREB3L1,CREB3L2,
11,MED1,MED11,
64,MPP2,MPP6,
423,PARVG,LIMS1,
151,KIAA0355,ABI2,
832,PRKAR1A,ANKRD26,
466,CREB3,PDGFC,
18,CDK2,CCNB2,
197,PRMT8,HNRNPU,
501,CINP,KIF7,
263,FAM13C,AHCYL2,
522,ARRB2,DIEXF,
60,EEF1A1,CARS,
857,MPPE1,ICAM4,
696,CDR2,C4orf46,
6,TWF2,CAP2,
1276,IGSF8,DNAJC14,
18,CDK3,CCNE2,
68,EIF3I,EIF3B,
369,CACNB1,C19orf26,
838,GAST,XAGE3,
23,SMARCE1,ARID2,
1223,LDB3,HSPA1A,
51,IMPDH1,FTSJ2,
8,LGALS9,OSTM1,
25,WDR83,RIMS4,
154,RBPJ,ZNF589,
773,DKK3,ATAD3C,
846,ROGDI,ATP1A2,
801,RHBDL1,DLG3,
551,LPIN3,CAMKK1,
6,MYO6,POTEI,
93,RUVBL2,TFPT,
23,SS18,SMARCD1,
1085,TXNDC5,VRK3,
1189,OCLN,MFAP4,
309,CD97,ADARB1,
122,CCDC43,SCML1,
1291,ENO2,ENO1,
62,SEPT6,SEPT14,
133,TSEN2,TMED8,
576,ABHD5,SKAP2,
114,FGL1,ETHE1,
1,C2orf3,PRPF19,
35,POLR2E,POLR3F,
1,SNRPF,ZRSR2,
8,LGALS9C,SLC12A6,
396,RGS9,RBM25,
40,MAGIX,CDC16,
33,PSMB9,PSMG1,
298,DEPDC5,KIAA0467,
47,PRKACB,PRKACG,
33,PSMB9,PSMF1,
1063,UXS1,TSKU,
543,PLA2G7,PTPRN,
421,ANXA2,S100A10,
402,CEP85,SOX13,
517,ALKBH3,TRIP4,
68,EIF3L,EIF3K,
11,MED1,MED16,
2,HDAC1,CHD3,
406,UCK2,IAH1,
27,TOB1,C2orf29,
133,TSEN2,TSEN54,
1053,KCNJ5,ERI3,
908,HDAC7,TTF2,
1,SNRPE,RNPC3,
1,SNRPE,CCDC75,
31,PPP1CC,C20orf27,
233,RAB27B,SYTL3,
163,KIAA1279,KIF13B,
127,ACTR1B,ACTR1A,
344,EIF4E,ANGEL1,
23,BCL7A,SMARCD2,
160,ATF2,JUND,
68,EIF3G,EIF3F,
1140,ADAMTS12,USF1,
2,RBBP7,CHD3,
391,PHYHIP,KIF15,
1193,C2orf68,PIR,
94,PCGF2,CBX7,
50,GRB2,ERRFI1,
404,RAB11A,SH3BP5,
142,ATP6V1B1,ATP6V1C2,
1,TSSC4,GCFC1,
8,FCN1,SEZ6L2,
130,COPG,COPA,
88,TRIM44,TAF1B,
196,WDR85,RALGAPA2,
35,POLR3E,POLR3C,
1,SNRPF,RNPC3,
66,BCAS4,SNAPIN,
191,UQCRB,COX7A2L,
152,IFT122,IFT140,
484,NOL7,WDR43,
26,STX6,GOSR2,
102,RPP30,POP5,
51,IMPDH1,B3GNTL1,
150,PRKAG3,PRKAA1,
29,VAPA,RAB3GAP1,
1269,TMPRSS11A,ACADL,
1,SNRPF,PRPF3,
1,TSSC4,SYF2,
100,RYBP,FBRSL1,
9,ZNF829,AIM1,
110,C15orf24,COX4NB,
386,NUFIP2,ATXN2L,
33,PSMB4,PSMB9,
4,HSPA8,ABL2,
531,KRIT1,HEG1,
65,MMP9,COL4A1,
12,ZNF397,ZKSCAN1,
1,SNRPG,SNRNP35,
72,LMX1B,PBX3,
746,ZNRF4,KIAA0317,
702,HERPUD1,SOLH,
135,TAF8,TAF13,
45,VPS29,COMMD7,
238,CFP,DPY19L3,
104,PPP3CA,PPP3R1,
276,VPS11,VPS18,
24,CUL5,FEM1A,
45,VPS29,FAM45A,
663,PFN2,PALLD,
1,SNRPF,TGS1,
678,GH2,METAP1,
2,RBBP7,BCL11A,
708,FAM189B,SMO,
3,MRPL35,MRPL47,
883,MAP2K5,MAP3K3,
3,MRPL46,MRPL55,
62,SEPT10,SEPT14,
62,SEPT6,SEPT9,
1,SNRPN,SNRPD2,
27,RIBC1,CNOT10,
672,NT5E,SLC44A1,
169,RGS20,NBN,
48,RBM7,EXOSC7,
371,ELMO3,ELMO2,
110,FAM158A,TMEM85,
85,TUBA4A,TCP11L2,
69,ANGPTL2,ZBTB2,
62,SEPT1,SEPT9,
592,EPN3,CASP2,
48,C1D,EXOSC4,
1,CD2BP2,SNRNP40,
39,FBXL3,RFX1,
37,WDR5,FAM199X,
4,HSPBP1,ABL2,
131,BBS5,BBS2,
3,MRPL39,MRPL47,
486,RTN4,TMEM208,
1172,LDLRAP1,NLN,
1,SNRPF,LSM11,
512,ZYX,SECISBP2L,
246,PTPLA,SEMG1,
214,TMOD1,LRRFIP2,
316,C6orf26,ARHGAP23,
880,OAS2,PRKG1,
38,STMN4,TRAPPC6B,
77,CLK2,CLK1,
32,JMJD6,CPSF6,
36,ARL13B,IFT81,
2,RBBP7,ING1,
22,DDX19B,SULT2B1,
492,DPYS,DPYSL2,
62,SEPT6,SEPT8,
127,ACTR1B,DCTN4,
7,ILF2,ZFR,
86,EML1,TUBB2B,
1217,VDAC1,APOE,
620,TRIAP1,SLMO1,
146,PRPSAP2,PRPS1L1,
34,XPC,PARP2,
365,CSTF2T,SYMPK,
94,CBX7,BMI1,
372,ZNF212,ZNF746,
278,ETV1,RFWD2,
739,WDR59,NRF1,
26,STX7,STX3,
59,TUBGCP5,TUBGCP3,
162,FHL3,HIPK1,
127,DCTN2,DCTN4,
59,TXNDC12,TUBGCP4,
1113,CXorf48,SYNM,
41,PRPF40A,CCDC9,
130,COPG,COPB2,
14,NDUFS6,NDUFC2,
14,NDUFS3,NDUFA7,
26,SEC22B,STX18,
1,SNRPN,PRPF3,
3,MRPL50,MRPL10,
11,MED7,MED12,
104,SRBD1,RCAN1,
621,ZNF576,ZBTB40,
15,DGUOK,VSNL1,
407,NEUROG3,ZNF100,
113,GTF2H5,GTF2H2,
495,MANSC1,TRAM2,
14,NDUFB11,DNAJC30,
40,MAGIX,CDC26,
3,MRPL42,MRPL10,
27,RIBC1,CNOT3,
6,POLH,POTEI,
20,PIH1D1,RPAP2,
937,LYRM2,OXSM,
343,PPP1R15A,MINK1,
35,POLR3D,POLR3A,
1295,PRODH,BRAP,
280,FAM5B,RDH14,
471,SHKBP1,ASPSCR1,
52,MYOG,TCF4,
68,EIF3M,EIF3D,
91,RAP1GDS1,RAC3,
90,COPS6,GPS1,
1256,C22orf33,MAN2C1,
505,OVCA2,MYH11,
23,SS18,SMARCA4,
119,ARPC3,ACTR3B,
3,MRPL10,MRPL47,
19,GDPD1,ORM1,
431,SKAP1,C7orf10,
68,EIF3H,EIF3D,
47,PRKACG,LOC100134230,
141,DDX20,SIP1,
100,YAF2,BCORL1,
735,KIAA1267,MCRS1,
234,CPSF4,FIP1L1,
59,TXNDC12,TUBGCP5,
26,RINT1,SEC22B,
18,CKS1B,PKMYT1,
92,SDCBP,TARSL2,
212,BRAF,KIAA0141,
152,TULP3,IFT122,
518,C16orf70,ZBTB16,
47,PRKACB,AKAP1,
504,TRIP13,MTG1,
2,BRMS1,HDAC1,
267,ILDR1,NEDD4L,
72,MAB21L2,PBX2,
9,ZNF19,TRIM39,
768,ZNF747,MZB1,
12,PGBD1,PGBD2,
136,IFNA21,IFI44,
98,MYLK4,HSP90AA5P,
1,C16orf57,SYF2,
62,SEPT3,SEPT4,
44,TBC1D22B,PLA2G4E,
70,HSPD1,SDR39U1,
15,C14orf104,SYN1,
11,MED18,MED15,
59,MZT1,TUBGCP6,
123,GBE1,GYS1,
35,POLR2E,POLR3D,
433,CORO1C,CORO1B,
18,CKS2,CDKN1B,
15,C14orf104,CAMK2A,
73,ATP6V0A2,CCDC115,
297,TSPAN5,SNX25,
329,PLAU,SERPINE2,
1253,TNFRSF1A,TPCN1,
86,TUBB,TBCD,
68,EIF3I,EIF3D,
88,TRIM44,TAF1A,
771,MND1,NSUN4,
345,PLK1,C1orf226,
136,IFNA21,IFI44L,
1,LSM6,LSM2,
28,RAB2B,RAB5B,
28,GDI1,RAB10,
617,RFFL,IQCE,
40,ANAPC13,ANAPC16,
504,TRIP13,METTL8,
15,HAX1,MAP2,
480,ETV7,ETV6,
1089,APOM,CT45A2,
62,SEPT1,SEPT11,
356,NFE2L3,MAFG,
38,STMN4,TRAPPC10,
269,C19orf57,NCOA1,
564,SLC22A12,SMAP2,
14,NDUFA8,ND5,
36,TTC30B,IFT20,
40,C16orf87,ANAPC5,
11,MED7,MED28,
3,MRPL47,MRPL45,
25,WDR83,ZNF140,
36,ANKRD55,IFT46,
32,JMJD6,CPSF7,
505,GDF9,MYH11,
18,CCNA2,CDKN1A,
490,CHST14,POTEE,
27,C2orf29,BTG3,
739,WDR59,UEVLD,
22,FCF1,SULT2B1,
258,SPIN1,YRDC,
483,CBLN4,GTF2F2,
151,ABI2,CYFIP1,
109,NCAPD3,PPP2R2D,
266,TP53RK,TPRKB,
33,PSMB1,PSMA1,
68,EIF3F,EIF3A,
1,ZMAT5,PDCD7,
96,PSMD9,PSMC3,
18,CKS1B,CCNE2,
41,SNIP1,RNPS1,
1,ZRSR2,ZMAT5,
139,SSBP2,ISL1,
726,TPM3,IMP3,
1000,EPHA7,EPHA3,
102,RPP21,RPP38,
858,ZNF408,HSPG2,
708,FAM189B,ABCD4,
36,IFT57,IFT74,
358,KHDRBS2,KHDRBS1,
605,ATG10,ATG12,
276,VPS41,VPS33A,
4,CCDC117,HSPA8,
219,PDK4,PDK3,
33,PSMA1,PSMB9,
390,GRAMD3,EXD2,
28,RAB9B,CHM,
19,GDPD1,HPX,
30,MEAF6,MBTD1,
2,GATAD2A,MBD3,
18,CDK1,PKMYT1,
93,WBP2NL,INO80C,
1,SNRPA1,CCDC75,
3,MRPL42,MRPL51,
718,SLC2A12,C6orf35,
26,STX18,BNIP1,
116,NCK2,KIAA1522,
14,NDUFS6,NDUFS4,
1,SNRPA1,SNRPB2,
11,MED7,MED24,
33,PSMB2,POMP,
60,N6AMT2,TTLL12,
43,HTR3A,SLC41A3,
30,MYCL1,JAZF1,
798,HLCS,TBC1D20,
26,SEC22B,BNIP1,
39,BTRC,TRIM9,
43,ZACN,SLC41A3,
709,OSM,C5orf22,
734,GNS,ENGASE,
927,SUOX,CES3,
103,PCDHA10,MLYCD,
538,CHRDL1,CALCOCO2,
656,SYPL1,VAMP3,
22,FCF1,ENDOU,
536,C4orf19,STK25,
2,HDAC1,MTA2,
100,YAF2,RNF2,
14,NDUFS6,NDUFV2,
27,TEX13A,CNOT8,
770,C4orf3,PANX1,
27,C2orf29,RQCD1,
78,P4HA3,SRCAP,
59,TXNDC12,MZT2A,
63,RNF34,UNC119B,
14,NDUFS6,NDUFB8,
1249,AKR1B1,AKR1B15,
1069,PRPF39,KCTD15,
1105,GIP,RNF41,
311,HNRPLL,ESRP2,
1097,CDX1,DHX29,
29,VAPA,OSBPL10,
3,MRPL4,MRPL51,
177,RPGR,NPHP1,
9,TRIM28,ZNF616,
92,LARS,TARSL2,
23,SMARCD1,SMARCB1,
12,PGBD1,ZNF174,
33,PSMB3,PSMG2,
605,ATG10,ATG7,
27,TEX13A,RQCD1,
27,CNOT7,BTG3,
110,TMEM111,TMEM85,
574,GTF2A1,C17orf62,
3,MRPS30,MRPL55,
750,PTPRA,DENND4A,
30,PLAC1,EP400,
11,CDK8,MED8,
68,EIF3E,EIF3B,
11,CDK8,MED13,
134,DEF6,BRE,
12,ZKSCAN4,ZNF174,
23,SMARCE1,PBRM1,
1194,CYYR1,MAGI1,
143,C17orf59,LAMTOR2,
48,EXOSC7,EXOSC8,
131,LZTFL1,TTC8,
17,TXNDC9,CCT3,
102,POP4,C9orf23,
461,GIPC2,SH3BP4,
35,POLR1C,POLR3A,
72,C12orf34,PBX2,
584,SYBU,SNPH,
1,SNRPA1,SF3A2,
637,LMAN2L,ABCA2,
1,SNRPE,PDCD7,
3,MRPL10,MRPL45,
18,CCNA2,CDKN1B,
1,ZMAT5,RNPC3,
275,CCDC102B,ZNF622,
703,FAM3D,PKD2,
32,JMJD6,SCAF11,
35,POLR2E,POLR3E,
77,ZC3H18,TOPORS,
516,NOL9,TEX10,
810,YPEL3,FBXL2,
31,UXT,C19orf2,
14,NDUFS3,NDUFB9,
100,RYBP,TFDP1,
27,NANOS2,CNOT7,
199,CTAGE6P,MIA3,
301,CAMK1D,CAMK1G,
272,STAP1,CD2AP,
21,NPM2,NPM1,
26,SEC22B,BET1,
106,RAN,DLGAP5,
554,MSL1,MSL3,
137,TADA3,TAF9B,
36,ARL13B,IFT46,
40,MAGIX,CDC23,
20,POLR2D,RECQL5,
362,DOCK8,DOCK6,
1,SNRPF,TUT1,
1,SNRPN,MEPCE,
150,PRKAG3,PRKAA2,
90,COPS8,DCAF4,
12,ZNF397,ZNF444,
594,LRP1,KCTD18,
210,EXOC6,EXOC2,
222,PACSIN1,PACSIN3,
8,LGALS8,OSTM1,
65,PLOD1,ZFP106,
1201,LEPRE1,RENBP,
22,CDK15,SULT2B1,
640,IP6K3,PAPL,
11,CDK8,MED24,
338,CDCP1,LEPR,
257,PFDN4,PFDN5,
101,SPANXN3,FBXW2,
226,ATP6V0D2,TCIRG1,
111,ZWINT,NDC80,
7,CELF3,CELF5,
19,GDPD1,ORM2,
59,TXNDC12,TUBGCP6,
30,KAT5,ING3,
643,LCP1,TTL,
631,SCML4,UBR1,
15,DGUOK,NAPB,
206,ALOX5,LSS,
111,ZWINT,SPC24,
400,MGC39584,BTN3A1,
11,CDK8,MED12L,
1080,WDR49,ARHGAP17,
38,GLB1,C7orf43,
3,THOC3,THOC5,
62,SEPT10,SEPT8,
62,SEPT2,SEPT9,
360,PARD6B,LLGL1,
12,ZNF483,ZKSCAN3,
48,EXOSC1,MPHOSPH6,
1,PRPF3,MEPCE,
9,TRIM28,ZNF273,
1062,LAMP1,FZD7,
433,CORO1A,CORO1C,
810,YPEL3,FBXL20,
560,VIPR2,LASS5,
62,CDC42EP4,SEPT5,
127,DCTN2,DCTN3,
1,SNRPE,AKAP7,
90,COPS3,GPS1,
1,SNRPG,ZMAT5,
28,GDI1,RAB13,
23,SMARCE1,ARID1B,
35,POLR3E,POLR3B,
1,SNRPE,LSM11,
107,EPHA1,ARMC9,
85,TUBA1C,TCP11L2,
859,FGF1,SDC4,
137,TADA3,TAF5L,
62,SEPT1,SEPT2,
161,MLF1IP,CENPQ,
108,NUP43,NUP98,
299,PLA2G10,WNT11,
129,CD44,PRDM10,
60,EEF1D,VARS,
71,NOL8,URB1,
31,PPP1CA,C19orf2,
9,TRIM28,ZNF320,
2,MTA1,RBBP4,
246,C9orf139,SEMG1,
387,AP1S2,AP1AR,
137,TADA3,SUPT3H,
12,ZKSCAN4,SCAND1,
193,RAD21,SMC3,
623,CCDC146,GMNN,
20,POLR2G,CTDP1,
13,AMPH,AP2A1,
14,NDUFS6,ND4,
1,SNRPA1,SNUPN,
23,BCL7C,SMARCE1,
38,TBC1D14,TTC15,
146,PRPS1,PRPS1L1,
3,MRPL47,GADD45GIP1,
210,EXOC1,EXOC6B,
61,SCGB2A2,ECEL1,
16,MRPS34,DDX55,
1165,SH3YL1,PIK3C2B,
3,MRPL50,MRPL4,
26,CLEC12A,GOSR2,
23,SMARCC2,SMARCA4,
27,MMP7,TNKS1BP1,
269,ZSWIM2,TKTL2,
16,MRPS34,MRPS18C,
326,BYSL,LTV1,
8,LGALS8,SUSD5,
932,BZW1,BZW2,
13,RUNDC3A,EPS15L1,
442,AP3M2,AP3B1,
140,CSNK2A2,CSNK2A1,
1178,HPS6,HPS3,
2,PHF20L1,MBD2,
38,BCL2L14,TRAPPC10,
467,MFGE8,ITGB5,
134,DEF6,PRKCQ,
2,RBBP7,BAHCC1,
8,LGALS3,ABCB1,
9,TRIM28,ZNF732,
20,RPRD1B,RPAP2,
59,MZT1,TUBGCP4,
2,RBBP7,SMARCA5,
2,ZNF704,SAP30L,
100,YAF2,RING1,
242,DLD,MRPS36,
45,COMMD1,VPS29,
26,STX6,STX18,
11,MED18,CDK19,
173,SNX8,POR,
137,CCDC101,SUPT7L,
10,PIP4K2A,ELL2,
70,HSPD1,SLC25A39,
13,AP2M1,AP2B1,
1291,ENO3,ENO1,
27,TOB1,CNOT8,
842,FRMD6,TP53BP2,
579,CLIC4,CLIC5,
3,MRPL10,MRPL2,
568,PVRL4,FBXO10,
604,TRIM35,OTUD5,
450,FAM108A1,TCTEX1D2,
13,CLINT1,STON2,
189,GINS3,TIMELESS,
11,MED1,MED29,
33,PSMB2,PSMA1,
278,ETV1,STK40,
83,PSMD12,PSMD13,
33,PSMB4,PSME2,
102,RPP30,POP7,
1258,GPC1,USP3,
60,EEF1A2,CARS,
15,DGUOK,DCLK1,
18,CDK3,CDKN1B,
62,HSD17B8,CBR4,
586,AKR1C1,AKR1D1,
14,NDUFA8,NDUFB8,
1,SNRPE,PRPF3,
379,DHDDS,FOXP4,
433,CORO1C,GTPBP1,
29,VAPA,SERPINB9,
807,TGIF2LY,PDCD4,
1,LSM6,NAA38,
2,HDAC1,ZNF521,
662,NUDT1,SPIN3,
27,TEX13A,C2orf29,
1086,AP3S1,RNF167,
40,MAGIX,ANAPC2,
79,ENC1,NUDCD3,
132,TADA2B,TAF9,
167,FKBP6,PPP1R12B,
145,FAM19A4,TM7SF3,
270,VWCE,ZNF8,
26,STXBP6,STX3,
613,PRMT2,SAMD1,
1027,TXLNA,TBK1,
38,KANK4,TRAPPC10,
172,DMD,UTRN,
41,C11orf57,PNN,
425,SDHA,PDSS1,
72,MAB21L1,PBX1,
52,MYF6,ID4,
102,C18orf21,C3orf17,
127,DCTN6,ACTR1A,
15,DGUOK,STX1A,
12,ZNF397,SCAND1,
22,CDK15,TREX2,
12,ZNF396,SCAND3,
586,AKR1C3,AKR1D1,
584,SYBU,MOSC2,
162,FHL3,MTUS1,
40,PENK,ANAPC1,
145,FAM19A4,LIFR,
882,ARC,TMEM55A,
60,EEF1G,EEF1D,
73,TMEM199,VMA21,
459,SGK196,TMEM120A,
63,TBCCD1,FAM13A,
32,JMJD6,SRSF11,
363,ARHGAP26,RAB11FIP5,
34,RNF146,XPC,
27,TOB1,CNOT1,
54,CETN1,SPRYD3,
317,ARL4C,FBXO33,
90,COPS3,MYEOV2,
110,FAM158A,C19orf63,
23,BCL7A,ARID2,
105,LRFN4,DYNLL1,
37,HCFC2,BOD1L,
12,PGBD1,ZSCAN18,
189,CSNK1G2,GINS2,
139,SSBP3,ISL1,
73,ATP6V0A2,ATP6V1C1,
268,TRIM23,TXNDC3,
12,ZSCAN1,ZNF24,
127,DCTN1,DCTN4,
41,SNIP1,PNN,
171,LRRC49,C18orf10,
689,FAF2,TMEM159,
73,ATP6V0A2,ATP6V1D,
15,HAX1,STX1A,
935,FADS3,LRRC8A,
28,RAB5A,CHML,
127,ACTR1B,DCTN5,
282,C9orf41,ZBTB25,
130,COPG,COPB1,
44,ZIC1,GDPD3,
3,MRPL12,MRPS30,
104,RCAN3,PPP3CB,
1,CCDC97,SF3B1,
48,EXOSC8,MPHOSPH6,
868,HOXC10,TRMU,
535,FAM86A,BCAT2,
119,ACTR3B,ACTR2,
26,STX12,STX10,
239,LPGAT1,POTEF,
119,ARPC5,ACTR3B,
18,CKS2,CDT1,
27,TEX13A,CNOT1,
127,DCTN2,DCTN5,
1229,RFPL4B,LONRF3,
406,UCK2,VARS2,
754,C6orf118,PCM1,
83,ADRM1,PSMD12,
3,MRPS30,MRPL51,
48,EXOSC8,EXOSC10,
201,RHOC,RTKN,
3,MRPL42,MRPL4,
872,IL16,RNF169,
830,NSUN7,PTPN6,
11,TCL1B,MED13,
26,STX12,GOSR2,
340,IKZF5,IKZF4,
111,ZWINT,MIS12,
2,MBD3L1,ZNF423,
109,SERTAD4,PPP2CA,
257,PFDN4,PFDN1,
401,PIPOX,ZNF217,
53,PCDHGB1,PCDH9,
547,YEATS4,MYC,
1,DDX23,EAPP,
45,VPS29,CCDC22,
40,MAGIX,CDC27,
3,MRPS30,MRPL49,
101,ARIH1,PUS7L,
41,SNIP1,CCDC9,
10,CDK9,MLLT1,
712,ZNF71,ZNF75A,
472,UNC5CL,INSR,
58,DNAJC28,ATP5B,
588,ETFA,C8orf82,
87,CTNNA3,CDH4,
35,GPN3,POLR3H,
477,PIGP,PYCARD,
13,NECAP2,NECAP1,
61,VEGFB,VEGFA,
18,CCNA2,CDKN1C,
102,RPP25,RPP14,
104,FAM122A,RCAN1,
12,ZNF444,SCAND1,
882,ARC,FAM83B,
159,YIPF3,NIPA2,
499,GNPDA1,ACCS,
102,POP4,C3orf17,
23,DPF3,SMARCA4,
26,STX18,BET1,
38,GLB1,TRAPPC10,
219,PDHB,PDHA1,
269,PRCC,C19orf57,
141,DDX20,GEMIN5,
17,TXNDC9,CCT7,
290,TNFRSF13B,ZFP91,
27,RIBC1,RQCD1,
11,CCNC,MED15,
38,BCL2L14,TRAPPC4,
8,LGALS8,ALCAM,
141,DDX20,GEMIN6,
12,ZKSCAN4,PGBD1,
440,GNAS,MAGED2,
378,CRYAB,CC2D1A,
1,SNRPG,TUT1,
109,PPP2R2D,PPP2R1A,
27,TOB1,CNOT10,
145,FAM19A1,NRXN3,
453,CPLX2,FAM21B,
258,SPIN2B,YRDC,
15,C14orf104,MAPT,
